Date,Age,Ever Vaccinated,Never Vaccinated
2021-12-01,8,0,64956
2021-12-01,9,0,67874
2021-12-01,10,2742,64114
2021-12-01,11,2742,65676
2021-12-01,12,57901,9855
2021-12-01,13,57901,10057
2021-12-01,14,57901,9538
2021-12-01,15,57899,6362
2021-12-01,16,55020,7594
2021-12-01,17,55020,7688
2021-12-01,18,55020,7683
2021-12-01,19,55020,7107
2021-12-01,20,55897,7994
2021-12-01,21,55897,10181
2021-12-01,22,55897,8928
2021-12-01,23,55897,9117
2021-12-01,24,55898,10976
2021-12-01,25,62216,5900
2021-12-01,26,62216,7904
2021-12-01,27,62216,9108
2021-12-01,28,62216,11531
2021-12-01,29,62217,15124
2021-12-01,30,65440,13135
2021-12-01,31,65440,14262
2021-12-01,32,65440,11769
2021-12-01,33,65440,10659
2021-12-01,34,65438,8893
2021-12-01,35,59180,11814
2021-12-01,36,59180,10244
2021-12-01,37,59180,9457
2021-12-01,38,59180,8304
2021-12-01,39,59181,8066
2021-12-01,40,54886,9752
2021-12-01,41,54886,9540
2021-12-01,42,54886,8230
2021-12-01,43,54886,6564
2021-12-01,44,54887,5785
2021-12-01,45,56727,4127
2021-12-01,46,56727,4707
2021-12-01,47,56727,6973
2021-12-01,48,56727,8248
2021-12-01,49,56730,11406
2021-12-01,50,58257,10397
2021-12-01,51,58257,9434
2021-12-01,52,58257,8293
2021-12-01,53,58257,7852
2021-12-01,54,58258,5609
2021-12-01,55,57081,5676
2021-12-01,56,57081,6048
2021-12-01,57,57081,7400
2021-12-01,58,57081,8614
2021-12-01,59,57085,8687
2021-12-01,60,53679,10416
2021-12-01,61,53679,8571
2021-12-01,62,53679,5925
2021-12-01,63,53679,4399
2021-12-01,64,53678,2787
2021-12-01,65,45887,8889
2021-12-01,66,45887,6979
2021-12-01,67,45887,5397
2021-12-01,68,45887,2875
2021-12-01,69,45882,2060
2021-12-01,70,40664,5115
2021-12-01,71,40664,4637
2021-12-01,72,40664,3016
2021-12-01,73,40664,2183
2021-12-01,74,40664,1756
2021-12-01,75,27972,10266
2021-12-01,76,27972,5468
2021-12-01,77,27972,2558
2021-12-01,78,27972,-988
2021-12-01,79,27973,-1229
2021-12-01,80,19337,7156
2021-12-01,81,19337,5111
2021-12-01,82,19337,1729
2021-12-01,83,19337,-641
2021-12-01,84,19339,-2672
2021-12-01,85,10477,4175
2021-12-01,86,10477,2011
2021-12-01,87,10477,1276
2021-12-01,88,10477,-556
2021-12-01,89,10475,-1943
2021-12-01,90,31022,2103
2021-12-08,0,0,58659
2021-12-08,1,0,57254
2021-12-08,2,0,59827
2021-12-08,3,0,59485
2021-12-08,4,0,62062
2021-12-08,5,0,63691
2021-12-08,6,0,63667
2021-12-08,7,0,64421
2021-12-08,8,0,64956
2021-12-08,9,0,67874
2021-12-08,10,2742,64114
2021-12-08,11,2742,65676
2021-12-08,12,59438,8318
2021-12-08,13,59438,8520
2021-12-08,14,59438,8001
2021-12-08,15,59439,4822
2021-12-08,16,56210,6404
2021-12-08,17,56210,6498
2021-12-08,18,56210,6493
2021-12-08,19,56212,5915
2021-12-08,20,57076,6815
2021-12-08,21,57076,9002
2021-12-08,22,57076,7749
2021-12-08,23,57076,7938
2021-12-08,24,57076,9798
2021-12-08,25,63489,4627
2021-12-08,26,63489,6631
2021-12-08,27,63489,7835
2021-12-08,28,63489,10258
2021-12-08,29,63490,13851
2021-12-08,30,66605,11970
2021-12-08,31,66605,13097
2021-12-08,32,66605,10604
2021-12-08,33,66605,9494
2021-12-08,34,66603,7728
2021-12-08,35,59965,11029
2021-12-08,36,59965,9459
2021-12-08,37,59965,8672
2021-12-08,38,59965,7519
2021-12-08,39,59963,7284
2021-12-08,40,55472,9166
2021-12-08,41,55472,8954
2021-12-08,42,55472,7644
2021-12-08,43,55472,5978
2021-12-08,44,55470,5202
2021-12-08,45,57223,3631
2021-12-08,46,57223,4211
2021-12-08,47,57223,6477
2021-12-08,48,57223,7752
2021-12-08,49,57228,10908
2021-12-08,50,58709,9945
2021-12-08,51,58709,8982
2021-12-08,52,58709,7841
2021-12-08,53,58709,7400
2021-12-08,54,58711,5156
2021-12-08,55,57442,5315
2021-12-08,56,57442,5687
2021-12-08,57,57442,7039
2021-12-08,58,57442,8253
2021-12-08,59,57444,8328
2021-12-08,60,53931,10164
2021-12-08,61,53931,8319
2021-12-08,62,53931,5673
2021-12-08,63,53931,4147
2021-12-08,64,53930,2535
2021-12-08,65,46043,8733
2021-12-08,66,46043,6823
2021-12-08,67,46043,5241
2021-12-08,68,46043,2719
2021-12-08,69,46041,1901
2021-12-08,70,40768,5011
2021-12-08,71,40768,4533
2021-12-08,72,40768,2912
2021-12-08,73,40768,2079
2021-12-08,74,40768,1652
2021-12-08,75,28028,10210
2021-12-08,76,28028,5412
2021-12-08,77,28028,2502
2021-12-08,78,28028,-1044
2021-12-08,79,28032,-1288
2021-12-08,80,19376,7117
2021-12-08,81,19376,5072
2021-12-08,82,19376,1690
2021-12-08,83,19376,-680
2021-12-08,84,19375,-2708
2021-12-08,85,10504,4148
2021-12-08,86,10504,1984
2021-12-08,87,10504,1249
2021-12-08,88,10504,-583
2021-12-08,89,10502,-1970
2021-12-08,90,31109,2016
2021-12-15,0,0,58659
2021-12-15,1,0,57254
2021-12-15,2,0,59827
2021-12-15,3,0,59485
2021-12-15,4,0,62062
2021-12-15,5,0,63691
2021-12-15,6,0,63667
2021-12-15,7,0,64421
2021-12-15,8,0,64956
2021-12-15,9,0,67874
2021-12-15,10,2742,64114
2021-12-15,11,2742,65676
2021-12-15,12,60303,7453
2021-12-15,13,60303,7655
2021-12-15,14,60303,7136
2021-12-15,15,60301,3960
2021-12-15,16,56785,5829
2021-12-15,17,56785,5923
2021-12-15,18,56785,5918
2021-12-15,19,56785,5342
2021-12-15,20,57640,6251
2021-12-15,21,57640,8438
2021-12-15,22,57640,7185
2021-12-15,23,57640,7374
2021-12-15,24,57641,9233
2021-12-15,25,64125,3991
2021-12-15,26,64125,5995
2021-12-15,27,64125,7199
2021-12-15,28,64125,9622
2021-12-15,29,64125,13216
2021-12-15,30,67193,11382
2021-12-15,31,67193,12509
2021-12-15,32,67193,10016
2021-12-15,33,67193,8906
2021-12-15,34,67191,7140
2021-12-15,35,60399,10595
2021-12-15,36,60399,9025
2021-12-15,37,60399,8238
2021-12-15,38,60399,7085
2021-12-15,39,60398,6849
2021-12-15,40,55784,8854
2021-12-15,41,55784,8642
2021-12-15,42,55784,7332
2021-12-15,43,55784,5666
2021-12-15,44,55786,4886
2021-12-15,45,57495,3359
2021-12-15,46,57495,3939
2021-12-15,47,57495,6205
2021-12-15,48,57495,7480
2021-12-15,49,57500,10636
2021-12-15,50,58944,9710
2021-12-15,51,58944,8747
2021-12-15,52,58944,7606
2021-12-15,53,58944,7165
2021-12-15,54,58945,4922
2021-12-15,55,57639,5118
2021-12-15,56,57639,5490
2021-12-15,57,57639,6842
2021-12-15,58,57639,8056
2021-12-15,59,57644,8128
2021-12-15,60,54076,10019
2021-12-15,61,54076,8174
2021-12-15,62,54076,5528
2021-12-15,63,54076,4002
2021-12-15,64,54075,2390
2021-12-15,65,46148,8628
2021-12-15,66,46148,6718
2021-12-15,67,46148,5136
2021-12-15,68,46148,2614
2021-12-15,69,46146,1796
2021-12-15,70,40834,4945
2021-12-15,71,40834,4467
2021-12-15,72,40834,2846
2021-12-15,73,40834,2013
2021-12-15,74,40833,1587
2021-12-15,75,28066,10172
2021-12-15,76,28066,5374
2021-12-15,77,28066,2464
2021-12-15,78,28066,-1082
2021-12-15,79,28066,-1322
2021-12-15,80,19403,7090
2021-12-15,81,19403,5045
2021-12-15,82,19403,1663
2021-12-15,83,19403,-707
2021-12-15,84,19402,-2735
2021-12-15,85,10521,4131
2021-12-15,86,10521,1967
2021-12-15,87,10521,1232
2021-12-15,88,10521,-600
2021-12-15,89,10519,-1987
2021-12-15,90,31184,1941
2021-12-22,0,0,58659
2021-12-22,1,0,57254
2021-12-22,2,0,59827
2021-12-22,3,0,59485
2021-12-22,4,0,62062
2021-12-22,5,0,63691
2021-12-22,6,0,63667
2021-12-22,7,0,64421
2021-12-22,8,0,64956
2021-12-22,9,0,67874
2021-12-22,10,2742,64114
2021-12-22,11,2742,65676
2021-12-22,12,61029,6727
2021-12-22,13,61029,6929
2021-12-22,14,61029,6410
2021-12-22,15,61028,3233
2021-12-22,16,57136,5478
2021-12-22,17,57136,5572
2021-12-22,18,57136,5567
2021-12-22,19,57139,4988
2021-12-22,20,57973,5918
2021-12-22,21,57973,8105
2021-12-22,22,57973,6852
2021-12-22,23,57973,7041
2021-12-22,24,57972,8902
2021-12-22,25,64494,3622
2021-12-22,26,64494,5626
2021-12-22,27,64494,6830
2021-12-22,28,64494,9253
2021-12-22,29,64491,12850
2021-12-22,30,67527,11048
2021-12-22,31,67527,12175
2021-12-22,32,67527,9682
2021-12-22,33,67527,8572
2021-12-22,34,67529,6802
2021-12-22,35,60648,10346
2021-12-22,36,60648,8776
2021-12-22,37,60648,7989
2021-12-22,38,60648,6836
2021-12-22,39,60646,6601
2021-12-22,40,55984,8654
2021-12-22,41,55984,8442
2021-12-22,42,55984,7132
2021-12-22,43,55984,5466
2021-12-22,44,55984,4688
2021-12-22,45,57661,3193
2021-12-22,46,57661,3773
2021-12-22,47,57661,6039
2021-12-22,48,57661,7314
2021-12-22,49,57664,10472
2021-12-22,50,59102,9552
2021-12-22,51,59102,8589
2021-12-22,52,59102,7448
2021-12-22,53,59102,7007
2021-12-22,54,59104,4763
2021-12-22,55,57772,4985
2021-12-22,56,57772,5357
2021-12-22,57,57772,6709
2021-12-22,58,57772,7923
2021-12-22,59,57776,7996
2021-12-22,60,54169,9926
2021-12-22,61,54169,8081
2021-12-22,62,54169,5435
2021-12-22,63,54169,3909
2021-12-22,64,54169,2296
2021-12-22,65,46206,8570
2021-12-22,66,46206,6660
2021-12-22,67,46206,5078
2021-12-22,68,46206,2556
2021-12-22,69,46203,1739
2021-12-22,70,40883,4896
2021-12-22,71,40883,4418
2021-12-22,72,40883,2797
2021-12-22,73,40883,1964
2021-12-22,74,40885,1535
2021-12-22,75,28091,10147
2021-12-22,76,28091,5349
2021-12-22,77,28091,2439
2021-12-22,78,28091,-1107
2021-12-22,79,28092,-1348
2021-12-22,80,19423,7070
2021-12-22,81,19423,5025
2021-12-22,82,19423,1643
2021-12-22,83,19423,-727
2021-12-22,84,19421,-2754
2021-12-22,85,10534,4118
2021-12-22,86,10534,1954
2021-12-22,87,10534,1219
2021-12-22,88,10534,-613
2021-12-22,89,10535,-2003
2021-12-22,90,31239,1886
2021-12-29,0,0,58659
2021-12-29,1,0,57254
2021-12-29,2,0,59827
2021-12-29,3,0,59485
2021-12-29,4,0,62062
2021-12-29,5,0,63691
2021-12-29,6,0,63667
2021-12-29,7,0,64421
2021-12-29,8,0,64956
2021-12-29,9,0,67874
2021-12-29,10,2742,64114
2021-12-29,11,2742,65676
2021-12-29,12,61278,6478
2021-12-29,13,61278,6680
2021-12-29,14,61278,6161
2021-12-29,15,61276,2985
2021-12-29,16,57256,5358
2021-12-29,17,57256,5452
2021-12-29,18,57256,5447
2021-12-29,19,57258,4869
2021-12-29,20,58103,5788
2021-12-29,21,58103,7975
2021-12-29,22,58103,6722
2021-12-29,23,58103,6911
2021-12-29,24,58105,8769
2021-12-29,25,64651,3465
2021-12-29,26,64651,5469
2021-12-29,27,64651,6673
2021-12-29,28,64651,9096
2021-12-29,29,64648,12693
2021-12-29,30,67680,10895
2021-12-29,31,67680,12022
2021-12-29,32,67680,9529
2021-12-29,33,67680,8419
2021-12-29,34,67682,6649
2021-12-29,35,60758,10236
2021-12-29,36,60758,8666
2021-12-29,37,60758,7879
2021-12-29,38,60758,6726
2021-12-29,39,60759,6488
2021-12-29,40,56049,8589
2021-12-29,41,56049,8377
2021-12-29,42,56049,7067
2021-12-29,43,56049,5401
2021-12-29,44,56050,4622
2021-12-29,45,57731,3123
2021-12-29,46,57731,3703
2021-12-29,47,57731,5969
2021-12-29,48,57731,7244
2021-12-29,49,57733,10403
2021-12-29,50,59167,9487
2021-12-29,51,59167,8524
2021-12-29,52,59167,7383
2021-12-29,53,59167,6942
2021-12-29,54,59167,4700
2021-12-29,55,57825,4932
2021-12-29,56,57825,5304
2021-12-29,57,57825,6656
2021-12-29,58,57825,7870
2021-12-29,59,57829,7943
2021-12-29,60,54209,9886
2021-12-29,61,54209,8041
2021-12-29,62,54209,5395
2021-12-29,63,54209,3869
2021-12-29,64,54207,2258
2021-12-29,65,46237,8539
2021-12-29,66,46237,6629
2021-12-29,67,46237,5047
2021-12-29,68,46237,2525
2021-12-29,69,46233,1709
2021-12-29,70,40897,4882
2021-12-29,71,40897,4404
2021-12-29,72,40897,2783
2021-12-29,73,40897,1950
2021-12-29,74,40897,1523
2021-12-29,75,28102,10136
2021-12-29,76,28102,5338
2021-12-29,77,28102,2428
2021-12-29,78,28102,-1118
2021-12-29,79,28105,-1361
2021-12-29,80,19432,7061
2021-12-29,81,19432,5016
2021-12-29,82,19432,1634
2021-12-29,83,19432,-736
2021-12-29,84,19434,-2767
2021-12-29,85,10538,4114
2021-12-29,86,10538,1950
2021-12-29,87,10538,1215
2021-12-29,88,10538,-617
2021-12-29,89,10539,-2007
2021-12-29,90,31256,1869
